Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_0316941	909	3	1	2	0	0	0
PBANKA_0316961	732	0	0	0	0	0	0
PBANKA_0316981	8313	96	93	10	20	68	12
PBANKA_0317001	909	46	20	15	6	8	5
PBANKA_0317021	744	38	27	11	13	16	3
PBANKA_0317041	996	57	39	17	7	40	4
PBANKA_0317061	879	351	161	85	114	296	5
PBANKA_0317081	432	59	33	29	11	12	1
PBANKA_0317101	885	30	13	6	9	20	1
PBANKA_0317121	834	62	19	13	12	16	2
PBANKA_0317141	849	1231	1191	642	17	64	8
PBANKA_0317161	570	1152	912	251	14	25	12
PBANKA_0317181	2232	1003	730	73	236	302	14
PBANKA_0400100	1827	105	55	11	15	23	8
PBANKA_0400200	792	41	9	2	4	15	1
PBANKA_0400500	2622	2839	1383	223	611	978	31
PBANKA_0400600	939	321	206	42	21	99	1
PBANKA_0400700	792	37	29	8	10	25	6
PBANKA_0400800	777	49	16	6	2	6	2
PBANKA_0400900	1119	1004	359	158	110	394	56
PBANKA_0401000	1857	2486	1400	380	428	1036	301
PBANKA_0401100	3921	12441	4343	721	1445	3809	1224
PBANKA_0401200	3825	1783	644	160	274	746	141
PBANKA_0401300	531	843	470	140	182	426	61
PBANKA_0401400	1425	4261	1555	458	224	702	194
PBANKA_0401500	3741	7106	2621	841	1138	2511	1210
PBANKA_0401600	2334	3301	1191	289	569	1011	317
PBANKA_0401700	3963	2084	621	221	214	893	218
PBANKA_0401800	3282	5324	1881	568	559	1686	430
PBANKA_0401900	459	1743	1301	354	326	833	233
PBANKA_0402000	1836	2502	982	367	350	788	269
PBANKA_0402100	5475	7839	2366	450	940	2486	1023
PBANKA_0402200	528	69	43	12	9	59	10
PBANKA_0402300	1332	1755	803	301	303	630	232
PBANKA_0402400	1722	1365	766	229	388	695	199
PBANKA_0402500	579	12792	9763	2837	3813	6070	3424
PBANKA_0402600	2355	859	416	126	135	347	55
PBANKA_0402700	1539	167187	120199	32058	25486	78213	14847
PBANKA_0402800	1590	2040	1092	323	232	785	123
PBANKA_0402900	3666	2728	784	289	282	838	135
PBANKA_0403000	312	3076	1830	564	491	1850	329
PBANKA_0403100	507	949	656	181	178	585	113
PBANKA_0403200	1023	434	922	194	294	1335	38
PBANKA_0403300	4107	602	278	114	196	611	95
PBANKA_0403400	519	230	182	61	15	143	28
PBANKA_0403500	1146	164	71	20	17	58	14
PBANKA_0403600	10419	16296	5400	342	679	2347	389
PBANKA_0403700	2700	6280	2852	785	718	2010	492
PBANKA_0403800	2208	2451	1164	484	471	1033	248
PBANKA_0403900	438	1169	930	902	523	2595	236
PBANKA_0404000	9936	5733	1435	384	604	2259	434
PBANKA_0404100	1623	4051	2369	727	758	1387	444
PBANKA_0404200	420	3343	2351	941	914	2015	654
PBANKA_0404300	2715	6541	2427	556	522	1804	793
PBANKA_0404400	411	1839	1222	339	759	1154	334
PBANKA_0404500	1062	619	308	118	125	275	74
PBANKA_0404600	1053	1147	757	322	337	909	220
PBANKA_0404700	330	4215	3155	1248	1643	3555	944
PBANKA_0404800	1884	8067	3765	1239	1410	2532	911
PBANKA_0404900	903	2468	1563	428	587	1075	243
PBANKA_0405000	258	568	470	324	278	1084	98
PBANKA_0405100	348	1068	891	415	404	1352	122
PBANKA_0405200	1602	3758	1951	865	879	1804	942
PBANKA_0405300	438	4165	3274	1675	2398	5429	1271
PBANKA_0405310	140	7	8	1	8	24	2
PBANKA_0405400	429	3683	2802	1916	1168	7985	721
PBANKA_0405500	774	6210	3930	1441	1190	2572	617
PBANKA_0405600	1308	3816	1731	471	276	875	243
PBANKA_0405700	993	1206	1051	290	255	819	211
PBANKA_0405800	945	1134	672	227	154	457	100
PBANKA_0405900	1671	755	330	92	153	404	84
PBANKA_0406000	4308	17460	8260	397	3042	6984	2490
PBANKA_0406100	1851	1304	548	219	135	590	185
PBANKA_0406200	10875	10799	2419	98	207	899	315
PBANKA_0406300	1434	2358	931	356	116	323	168
PBANKA_0406400	4572	2219	625	89	158	600	152
PBANKA_0406500	1620	3018	1419	565	760	1504	699
PBANKA_0406600	834	312	197	65	40	182	19
PBANKA_0406650	132	11	26	35	40	97	44
PBANKA_0406700	423	547	417	189	139	535	53
PBANKA_0406800	1500	1034	652	185	127	452	76
PBANKA_0406900	1398	618	890	132	239	772	33
PBANKA_0407000	327	706	644	174	146	406	199
PBANKA_0407100	3810	4056	2076	632	842	1707	614
PBANKA_0407200	1347	2927	1613	499	574	1628	454
PBANKA_0407300	531	2246	2074	710	454	2029	365
PBANKA_0407400	5160	17796	5135	209	1395	4490	1539
PBANKA_0407500	2073	1555	663	183	247	528	308
PBANKA_0407550	85	13	4	5	5	20	1
PBANKA_0407600	1746	5048	2242	785	929	1938	384
PBANKA_0407700	336	4346	3847	2432	2333	6975	1231
PBANKA_0407800	1581	1215	745	212	132	449	125
PBANKA_0407900	840	810	661	345	317	972	179
PBANKA_0408000	4623	1262	424	176	105	476	106
PBANKA_0408100	591	969	1026	336	174	958	85
PBANKA_0408200	1665	2630	2948	807	663	1670	697
PBANKA_0408300	10542	17575	5016	782	916	3807	969
PBANKA_0408400	3210	12143	4468	1308	1834	3564	1432
PBANKA_0408500	2970	343	51	26	62	131	34
PBANKA_0408600	708	581	347	154	128	447	73
PBANKA_0408700	435	1299	654	242	181	813	184
PBANKA_0408800	330	990	612	257	202	559	197
PBANKA_0408900	2298	2504	704	255	215	795	115
PBANKA_0409000	567	295	82	28	32	108	28
PBANKA_0409100	1269	736	382	134	124	292	104
PBANKA_0409200	3450	1233	396	138	97	325	73
PBANKA_0409300	2943	7142	3244	693	1048	2247	676
PBANKA_0409400	8127	60107	12688	224	1707	19403	3306
PBANKA_0409500	246	1560	836	319	279	1268	161
PBANKA_0409600	2040	1102	405	158	155	475	104
PBANKA_0409700	1326	8734	11709	2238	5687	12404	2695
PBANKA_0409800	1719	4927	1670	549	577	1792	301
PBANKA_0409900	1971	655	328	125	113	806	60
PBANKA_0410000	411	548	533	212	312	658	194
PBANKA_0410100	2058	1173	387	112	202	337	106
PBANKA_0410200	3033	1012	289	164	131	396	82
PBANKA_0410300	912	2557	1058	353	291	795	165
PBANKA_0410400	1293	3817	2686	767	797	1707	384
PBANKA_0410500	2169	3691	1596	515	682	1626	253
PBANKA_0410541	73	13	21	31	35	21	21
PBANKA_0410561	74	4	1	1	4	2	18
PBANKA_0410600	384	3723	1989	669	747	1155	496
PBANKA_0410650	999	384	232	82	54	109	32
PBANKA_0410700	861	754	378	107	57	250	47
PBANKA_0410800	2202	791	377	153	130	311	95
PBANKA_0410900	636	292	145	50	55	227	40
PBANKA_0411000	552	123	34	16	24	113	13
PBANKA_0411100	1986	529	279	96	61	202	56
PBANKA_0411200	2361	741	377	104	124	263	110
PBANKA_0411300	1689	8670	7159	1168	983	2925	653
PBANKA_0411400	1557	2196	1419	780	375	921	188
PBANKA_0411500	1830	1513	699	268	199	579	149
PBANKA_0411600	2874	2071	530	236	196	719	140
PBANKA_0411700	855	2110	1680	645	353	1219	204
PBANKA_0411800	594	604	385	188	254	504	141
PBANKA_0411900	1239	138	59	33	69	102	72
PBANKA_0411950	3927	2186	846	272	125	398	103
PBANKA_0412000	1134	128	44	25	34	72	19
PBANKA_0412100	927	3761	2555	824	739	1404	336
PBANKA_0412200	789	1277	709	251	99	337	66
PBANKA_0412300	699	1164	712	193	162	605	198
PBANKA_0412400	2763	202	91	21	20	55	24
PBANKA_0412500	2655	1059	261	115	89	300	116
PBANKA_0412600	1455	364	96	39	34	102	22
PBANKA_0412700	570	353	167	65	32	274	15
PBANKA_0412800	684	2243	1341	372	462	910	284
PBANKA_0412900	5718	7622	5398	259	1840	3805	1476
PBANKA_0413000	4881	3353	842	341	207	605	126
PBANKA_0413200	699	515	152	71	28	218	13
PBANKA_0413300	696	2026	807	296	331	807	167
PBANKA_0413400	1116	2667	2136	770	1060	1551	978
PBANKA_0413500	3114	10162	6032	1738	1949	4191	1332
PBANKA_0413600	798	481	269	124	97	270	42
PBANKA_0413700	852	264	212	81	81	152	55
PBANKA_0413800	921	403	318	91	106	197	119
PBANKA_0413900	921	612	192	76	63	143	53
PBANKA_0414000	5856	2787	803	221	288	985	328
PBANKA_0414100	1104	8033	3390	1045	941	2494	753
PBANKA_0414200	2604	864	407	132	69	279	51
PBANKA_0414300	1374	1953	1098	367	153	686	151
PBANKA_0414400	936	1427	918	453	545	1217	182
PBANKA_0414500	681	1778	1316	591	436	946	355
PBANKA_0414600	393	4622	2949	949	856	2120	618
PBANKA_0414700	2037	3995	1617	628	429	1317	307
PBANKA_0414800	1065	708	635	118	265	569	144
PBANKA_0414900	2142	2127	920	244	162	722	133
PBANKA_0415000	1374	3107	1249	459	101	652	78
PBANKA_0415100	1623	611	206	106	176	347	73
PBANKA_0415200	588	1244	907	321	401	831	195
PBANKA_0415300	4569	2574	712	238	211	845	137
PBANKA_0415400	4386	2763	898	161	369	1116	286
PBANKA_0415500	3000	3086	852	310	245	809	147
PBANKA_0415600	2958	2771	822	324	398	1067	185
PBANKA_0415700	975	5705	5019	1979	2765	5085	1044
PBANKA_0415800	3336	4460	926	310	92	406	49
PBANKA_0415900	711	619	138	58	35	133	15
PBANKA_0416000	2727	9051	2276	1457	1251	2083	398
PBANKA_0416100	17505	81807	14172	464	520	4139	430
PBANKA_0416200	3276	3556	1198	451	716	1406	592
PBANKA_0416300	6015	5534	2184	303	1271	1945	927
PBANKA_0416400	813	966	639	184	141	360	119
PBANKA_0416500	5853	7523	1936	375	673	1931	434
PBANKA_0416600	1461	11699	5304	1575	453	1652	231
PBANKA_0416700	564	697	322	132	99	233	44
PBANKA_0416800	4161	3383	881	154	378	948	174
PBANKA_0416900	390	251	162	77	45	336	20
PBANKA_0417000	558	1197	578	224	199	637	125
PBANKA_0417100	7086	2418	754	193	161	503	213
PBANKA_0417200	861	43240	42089	9616	8876	20952	7122
PBANKA_0417300	3675	2653	1146	338	316	845	253
PBANKA_0417400	1035	4926	3092	993	611	1688	327
PBANKA_0417500	396	3635	2480	738	966	1637	818
PBANKA_0417600	4422	43553	20814	4263	5616	17024	5624
PBANKA_0417700	1362	5687	3539	1121	2088	2787	1081
PBANKA_0417800	2343	4609	2185	425	294	1369	239
PBANKA_0417900	3714	2614	708	215	243	718	192
PBANKA_0418000	7263	6303	1558	183	496	1506	302
PBANKA_0418100	8331	5853	1640	175	505	1774	443
PBANKA_0418200	621	3415	2434	786	784	1798	442
PBANKA_0418300	606	3507	1913	678	625	1571	383
PBANKA_0418400	489	206	148	35	25	101	16
PBANKA_0418500	1437	276	218	41	65	194	42
PBANKA_0500100	732	0	0	0	0	0	0
PBANKA_0500200	909	0	0	0	0	0	0
PBANKA_0500600	747	0	0	0	0	0	0
PBANKA_0500700	834	82	61	38	3	6	0
PBANKA_0500721	837	0	1	0	0	0	0
PBANKA_0500741	738	0	0	0	0	0	0
PBANKA_0500781	2631	2	1	0	0	0	0
PBANKA_0500950	810	0	2	0	0	0	0
PBANKA_0500971	873	109	97	38	5	7	5
PBANKA_0501000	8205	11	12	0	4	14	1
PBANKA_0501051	894	0	0	0	0	0	0
PBANKA_0501100	465	3455	1689	744	425	1055	243
PBANKA_0501200	663	369	312	105	195	245	80
PBANKA_0501300	3294	8306	3903	853	485	1250	209
PBANKA_0501400	768	272	81	41	21	88	5
PBANKA_0501500	1593	607	279	112	76	269	47
PBANKA_0501600	1320	719	457	138	131	325	98
PBANKA_0501700	738	3054	2390	633	491	1227	319
PBANKA_0501800	393	922	549	201	154	649	54
PBANKA_0501900	1614	910	243	77	59	214	54
PBANKA_0502000	1575	13809	9215	2192	1919	6289	1222
PBANKA_0502100	2847	1055	369	142	109	378	56
PBANKA_0502200	1404	2131	815	351	248	644	113
PBANKA_0502300	1437	519	161	60	52	171	36
PBANKA_0502400	759	911	401	141	61	230	5
PBANKA_0502500	6288	54597	17344	2435	5436	17670	2353
PBANKA_0502600	2148	2494	949	411	291	702	235
PBANKA_0502650	585	13703	12898	4135	3038	13627	1865
PBANKA_0502700	336	4523	2965	1590	696	4635	695
PBANKA_0502800	4728	9887	2550	708	656	2674	375
PBANKA_0502900	1641	2682	786	289	188	711	88
PBANKA_0503000	1374	940	543	149	140	520	109
PBANKA_0503100	1905	634	354	120	158	365	117
PBANKA_0503200	6333	8918	2910	308	1195	3746	925
PBANKA_0503300	4407	45780	15662	2040	4395	14399	3104
PBANKA_0503400	726	271	194	67	51	131	31
PBANKA_0503500	4434	62151	13873	4350	6025	16226	3642
PBANKA_0503600	327	2801	1803	462	583	1453	390
PBANKA_0503700	3741	2966	1413	495	337	974	239
PBANKA_0503800	2601	8692	3608	911	1054	3039	475
PBANKA_0503900	1698	834	278	95	50	334	53
PBANKA_0504000	2793	6418	1993	712	775	1550	362
PBANKA_0504100	375	793	743	293	159	612	97
PBANKA_0504200	1137	1048	682	220	100	404	71
PBANKA_0504300	306	3598	2224	830	511	1450	90
PBANKA_0504400	2571	64407	27277	7103	7800	21221	8821
PBANKA_0504500	1980	1929	943	280	179	695	210
PBANKA_0504600	1443	314	155	87	56	149	28
PBANKA_0504700	1299	349	90	56	41	82	26
PBANKA_0504800	4662	4973	2476	822	210	447	83
PBANKA_0504900	3468	1305	490	221	137	437	111
PBANKA_0505000	1875	226	277	71	120	199	104
PBANKA_0505100	546	3402	2277	717	1357	1345	928
PBANKA_0505200	1068	2962	2313	1213	1115	3949	585
PBANKA_0505300	4857	594	173	79	87	236	70
PBANKA_0505400	1761	5753	3057	955	496	1909	429
PBANKA_0505500	1347	2151	1280	481	333	1060	197
PBANKA_0505600	1860	1193	642	292	249	551	126
PBANKA_0505700	1830	2913	1145	373	345	1160	217
PBANKA_0505800	789	5026	3876	1200	1338	2503	889
PBANKA_0505900	16836	8753	2738	449	1123	3472	914
PBANKA_0506000	5433	4815	1620	162	416	1248	274
PBANKA_0506100	5049	10069	2838	182	636	2232	437
PBANKA_0506200	3933	3069	1123	145	300	772	112
PBANKA_0506300	768	833	629	250	243	478	110
PBANKA_0506400	1872	297	118	83	84	182	37
PBANKA_0506500	915	1374	1022	356	201	890	127
PBANKA_0506600	1446	14175	9228	2581	2921	5177	2682
PBANKA_0506700	1701	5600	3261	975	996	2863	412
PBANKA_0506800	2634	2489	1007	275	274	784	197
PBANKA_0506900	1296	7976	4638	1406	747	3015	481
PBANKA_0507000	2460	3530	1386	366	175	485	193
PBANKA_0507100	357	1817	1598	1585	2447	4297	1062
PBANKA_0507200	1200	555	350	131	98	392	63
PBANKA_0507300	15930	57006	8889	309	1998	9701	1106
PBANKA_0507400	1005	943	444	158	94	483	53
PBANKA_0507500	240	314	300	125	105	402	47
PBANKA_0507600	582	487	263	73	58	229	49
PBANKA_0507700	288	689	213	91	37	176	9
PBANKA_0507800	1479	6306	3459	1040	97	409	36
PBANKA_0507900	2097	2909	1307	365	58	79	21
PBANKA_0508000	1608	27	12	4	1	10	7
PBANKA_0508100	8022	36042	8987	329	2204	8836	2518
PBANKA_0508200	1494	222	105	48	28	118	10
PBANKA_0508300	3096	1086	745	164	106	449	107
PBANKA_0508400	489	551	387	177	123	383	74
PBANKA_0508500	396	1248	629	265	104	763	73
PBANKA_0508600	1374	4619	2713	781	279	977	68
PBANKA_0508700	669	646	325	143	135	306	62
PBANKA_0508800	1290	801	337	131	158	537	99
PBANKA_0508900	1455	945	527	215	89	486	100
PBANKA_0509000	2976	13267	3338	1174	1090	3158	773
PBANKA_0509100	3393	1162	411	175	141	505	88
PBANKA_0509200	2592	4854	2288	796	754	1822	576
PBANKA_0509300	2274	6422	3608	1189	1408	2458	1079
PBANKA_0509400	1119	320	163	65	66	143	34
PBANKA_0509500	2622	6225	2139	798	856	2537	500
PBANKA_0509600	3423	656	188	67	82	218	45
PBANKA_0509700	14091	11887	3180	981	628	2256	504
PBANKA_0509800	201	1206	504	171	20	236	21
PBANKA_0509900	582	2550	1165	405	156	560	100
PBANKA_0510000	228	1587	1346	404	502	1664	224
PBANKA_0510100	3435	9016	4649	751	1038	3506	577
PBANKA_0510200	933	1724	1703	535	148	1156	99
PBANKA_0510300	525	8600	3866	1349	783	5412	385
PBANKA_0510400	1569	3886	2425	691	599	1928	355
PBANKA_0510500	2730	1185	343	103	103	297	86
PBANKA_0510600	1626	3409	1531	474	104	299	116
PBANKA_0510700	210	52	33	15	9	40	8
PBANKA_0510800	4332	4801	2572	322	494	1611	389
PBANKA_0510900	792	5014	4089	1381	2562	4182	1126
PBANKA_0511000	864	68	35	8	12	30	5
PBANKA_0511100	3447	681	294	105	89	305	37
PBANKA_0511200	2034	1864	1159	341	321	820	167
PBANKA_0511300	1602	834	620	136	194	573	107
PBANKA_0511400	1170	2981	3069	820	593	1587	448
PBANKA_0511500	534	822	681	211	240	470	200
PBANKA_0511600	216	137	80	56	80	123	33
PBANKA_0511700	1008	10024	7529	2157	1532	6389	1413
PBANKA_0511800	540	2325	1664	493	629	1312	340
PBANKA_0511900	1161	8427	4362	1775	2191	4677	913
PBANKA_0512000	834	12259	13523	4611	5590	13504	3566
PBANKA_0512100	1734	513	294	107	140	296	65
PBANKA_0512200	2019	1242	628	339	537	1410	156
PBANKA_0512300	819	746	501	217	209	663	119
PBANKA_0512400	1158	1637	921	313	149	716	86
PBANKA_0512500	1197	2454	1773	470	335	1153	200
PBANKA_0512600	1713	1143	712	247	183	701	123
PBANKA_0512700	456	3180	2568	865	1015	2000	455
PBANKA_0512800	1857	10103	5991	2150	3179	4811	1274
PBANKA_0512900	354	1834	2009	1329	891	4044	507
PBANKA_0513000	1101	1293	1210	396	342	810	228
PBANKA_0513100	3858	573	331	129	76	293	83
PBANKA_0513200	1698	411	204	79	81	214	45
PBANKA_0513300	2229	569	222	74	74	237	64
PBANKA_0513400	1560	727	410	149	135	382	91
PBANKA_0513500	342	194	65	50	14	198	28
PBANKA_0513600	1092	3491	2028	649	357	1335	292
PBANKA_0513700	2346	88	59	28	9	48	26
PBANKA_0513800	1326	1222	599	225	243	423	144
PBANKA_0513900	4041	19042	6329	2186	1161	4232	969
PBANKA_0514000	396	714	971	548	566	1325	455
PBANKA_0514100	3489	4246	1835	386	734	1606	400
PBANKA_0514200	1260	739	719	294	269	814	170
PBANKA_0514300	2844	34275	10782	3122	3801	11801	2279
PBANKA_0514400	672	298	191	83	67	192	38
PBANKA_0514500	1173	1841	477	235	99	708	57
PBANKA_0514600	1743	481	231	91	48	202	44
PBANKA_0514700	720	176	80	43	14	88	14
PBANKA_0514800	720	1616	1523	417	326	814	240
PBANKA_0514900	642	445582	441773	113913	145948	287017	64518
PBANKA_0515000	654	321311	384781	93057	164075	318776	81126
PBANKA_0515100	564	205	68	62	48	472	18
PBANKA_0515200	1095	832	612	224	217	329	225
PBANKA_0515300	2076	4452	2542	707	662	1660	469
PBANKA_0515350	1038	620	256	94	102	293	90
PBANKA_0515400	1971	3192	2231	641	588	1530	428
PBANKA_0515500	348	406	230	63	85	199	92
PBANKA_0515600	1311	119	70	41	37	80	31
PBANKA_0515700	1803	456	257	72	41	225	23
PBANKA_0515800	1971	625	224	98	87	309	77
PBANKA_0515900	2994	11457	4136	1269	935	2930	661
PBANKA_0516000	399	5075	4267	1032	834	2554	490
PBANKA_0516100	2277	1471	676	259	187	640	126
PBANKA_0516200	1359	2422	1501	524	460	963	268
PBANKA_0516300	786	1932	1261	624	827	1371	421
PBANKA_0516400	1044	748	360	114	207	421	130
PBANKA_0516500	1356	3305	1640	536	622	1716	502
PBANKA_0516600	933	2093	1184	439	207	716	152
PBANKA_0516700	4617	1178	409	139	116	447	104
PBANKA_0516800	1497	886	499	159	139	297	65
PBANKA_0516900	4212	10046	3671	212	821	3283	877
PBANKA_0517000	942	11546	7757	4809	4435	13018	1384
PBANKA_0517100	369	388	410	150	86	199	43
PBANKA_0517200	891	1341	644	240	182	501	82
PBANKA_0517300	2073	1569	479	158	128	360	132
PBANKA_0517400	2712	5034	2295	511	701	1415	442
PBANKA_0517500	1470	3607	2439	1177	1296	3215	508
PBANKA_0517600	1416	49024	34905	9781	16928	22465	9099
PBANKA_0517700	576	2108	1419	462	544	812	222
PBANKA_0517800	1929	1511	759	202	206	544	186
PBANKA_0517900	423	772	426	154	118	303	85
PBANKA_0518000	633	1662	1190	358	418	772	174
PBANKA_0518100	1797	346	332	93	53	215	53
PBANKA_0518200	1896	2499	1565	391	920	1435	404
PBANKA_0518300	4080	2566	1335	449	378	1117	285
PBANKA_0518400	828	452	337	120	127	282	72
PBANKA_0518500	537	8856	8938	2243	2099	4455	999
PBANKA_0518600	1002	425	417	108	75	393	39
PBANKA_0518700	2697	5378	2700	959	851	1966	615
PBANKA_0518800	3183	572	227	73	74	194	41
PBANKA_0518900	1434	434	385	95	85	214	71
PBANKA_0519000	2265	3406	1324	145	873	1573	577
PBANKA_0519100	885	1225	883	315	386	644	135
PBANKA_0519200	1182	828	740	223	421	513	168
PBANKA_0519300	1731	866	712	251	334	526	73
PBANKA_0519400	1794	3311	1322	425	1002	1032	374
PBANKA_0519500	717	366	270	74	46	152	24
PBANKA_0519600	663	764	716	261	212	522	153
PBANKA_0519700	642	1375	897	376	439	929	319
PBANKA_0519800	1674	2269	1221	496	631	1344	356
PBANKA_0519900	4776	17756	5859	268	1353	5594	1676
PBANKA_0520000	2205	1151	462	184	138	325	114
PBANKA_0520100	2133	3186	1359	363	322	957	386
PBANKA_0520200	906	5714	4165	1756	1714	4035	837
PBANKA_0520300	3369	1147	360	117	94	381	56
PBANKA_0520400	2250	2330	1220	377	463	891	282
PBANKA_0520500	2628	1526	703	199	198	416	211
PBANKA_0520600	318	674	399	152	39	304	17
PBANKA_0520700	2781	6269	2863	855	231	1121	220
PBANKA_0520800	690	752	229	73	51	220	45
PBANKA_0520900	360	2743	1883	552	558	1340	344
PBANKA_0521000	2790	1197	232	101	66	257	37
PBANKA_0521100	177	256	125	35	31	129	23
PBANKA_0521200	1080	5522	2174	983	164	994	114
PBANKA_0521221	2048	155	2122	1684	2353	987	545
PBANKA_0521241	136	380	58	43	138	131	13
PBANKA_0521261	4018	6073	7154	3475	4813	4945	986
PBANKA_0521300	8409	10041	1978	117	542	3046	822
PBANKA_0521400	1767	1024	405	155	97	475	122
PBANKA_0521500	3669	1746	460	161	109	395	88
PBANKA_0521600	1563	1029	397	188	149	485	90
PBANKA_0521700	8328	10946	3798	277	771	4043	787
PBANKA_0521800	798	211	93	56	38	93	12
PBANKA_0521900	594	2099	1025	341	155	673	74
PBANKA_0522000	1398	1302	746	288	238	874	111
PBANKA_0522100	5286	7245	1785	581	58	90	41
PBANKA_0522200	360	5986	4313	1343	520	3192	281
PBANKA_0522300	228	1762	305	149	398	1121	290
PBANKA_0522400	969	1741	1766	576	399	1416	274
PBANKA_0522500	1107	990	445	133	104	409	73
PBANKA_0522600	8979	13884	4118	207	707	5039	983
PBANKA_0522700	1353	53511	29837	15345	16040	29155	8079
PBANKA_0522800	519	5606	3451	1074	828	2679	630
PBANKA_0522900	7362	5309	1421	309	689	1653	506
PBANKA_0523000	420	194	64	33	50	71	29
PBANKA_0523100	1173	1029	642	231	165	436	114
PBANKA_0523200	1374	226	128	55	54	145	35
PBANKA_0523300	768	810	419	182	106	450	43
PBANKA_0523400	735	534	315	100	54	210	29
PBANKA_0523500	441	192	49	34	57	127	26
PBANKA_0523600	411	2516	1797	563	424	1385	301
PBANKA_0523700	999	812	1114	340	70	240	21
PBANKA_0523800	504	234	222	171	92	275	32
PBANKA_0523900	1104	86535	80810	27641	31274	72700	16319
PBANKA_0524000	3567	1945	454	156	180	648	166
PBANKA_0524100	879	264	150	53	26	143	18
PBANKA_0524200	468	4831	3604	2256	1796	4353	930
PBANKA_0524300	1065	11001	7150	2475	4261	5779	1263
PBANKA_0524400	987	668	332	117	77	178	24
PBANKA_0524500	654	85	36	14	9	28	3
PBANKA_0524600	696	1455	735	265	120	466	92
PBANKA_0524700	2781	11733	4330	1250	1256	2822	1227
PBANKA_0524800	348	5408	3336	2365	2128	4655	902
PBANKA_0524821	894	1	0	1	0	0	0
PBANKA_0524841	8181	11	9	2	1	5	0
PBANKA_0600011	999	1	1	0	0	0	1
PBANKA_0600021	978	0	0	0	0	0	0
PBANKA_0600031	2310	276	87	27	110	125	21
PBANKA_0600041	2289	85	28	12	21	39	16
PBANKA_0600051	975	1269	1054	257	400	883	178
PBANKA_0600061	729	137	41	22	7	48	6
PBANKA_0600071	5322	9	5	0	0	6	0
PBANKA_0600081	987	175	35	4	40	91	5
PBANKA_0600086	1035	502	253	73	15	46	4
PBANKA_0600091	285	9	2	1	1	5	1
PBANKA_0600096	972	8	0	0	2	5	1
PBANKA_0600100	984	300	123	39	51	99	7
PBANKA_0600200	933	180	101	36	20	51	6
PBANKA_0600251	945	419	205	77	20	117	4
PBANKA_0600300	1020	223	97	35	36	96	7
PBANKA_0600351	8313	194	132	2	6	29	35
PBANKA_0600400	888	858	915	357	301	827	121
PBANKA_0600500	1419	887	474	160	78	287	44
PBANKA_0600600	960	63072	26451	11486	5086	10969	388
PBANKA_0600700	591	1992	697	288	62	441	18
PBANKA_0600800	633	1479	758	198	209	538	93
PBANKA_0600900	612	2448	1393	444	437	927	105
PBANKA_0601000	2694	2486	1042	289	334	693	209
PBANKA_0601100	972	7903	5994	1674	1739	3397	844
PBANKA_0601200	16629	30036	4765	253	665	3251	667
PBANKA_0601300	681	1300	848	206	263	623	85
PBANKA_0601500	2856	999	430	250	304	806	191
PBANKA_0601600	5217	12260	4309	306	1884	3931	1595
