Geneid	Length	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1111300	543	43	205	12
PBANKA_1111400	1824	213	1064	123
PBANKA_1111500	1944	117	132	56
PBANKA_1111600	360	202	1101	139
PBANKA_1111700	390	190	484	125
PBANKA_1111800	1878	24	93	18
PBANKA_1111900	783	275	946	212
PBANKA_1112000	675	30	45	17
PBANKA_1112100	1944	53	175	54
PBANKA_1112200	2460	143	438	91
PBANKA_1112300	603	834	1797	370
PBANKA_1112400	762	45	198	22
PBANKA_1112500	4161	272	542	138
PBANKA_1112600	798	80	286	34
PBANKA_1112700	807	209	1265	129
PBANKA_1112800	756	598	1535	371
PBANKA_1112900	6498	259	515	162
PBANKA_1113000	735	2358	5629	1119
PBANKA_1113100	849	136	276	113
PBANKA_1113200	375	207	644	172
PBANKA_1113300	2556	516	1629	374
PBANKA_1113400	2166	3086	12138	2438
PBANKA_1113500	621	947	3334	705
PBANKA_1113600	747	124	447	63
PBANKA_1113700	1341	451	1111	225
PBANKA_1113800	3273	269	1067	299
PBANKA_1113900	2232	247	901	226
PBANKA_1114000	3285	245	780	177
PBANKA_1114051	73	8	1	8
PBANKA_1114100	648	2782	10578	1533
PBANKA_1114200	717	7081	13946	3303
PBANKA_1114300	4224	336	1238	379
PBANKA_1114400	3057	160	517	140
PBANKA_1114500	1095	83	240	68
PBANKA_1114600	1941	1240	3129	1214
PBANKA_1114700	1410	143	377	113
PBANKA_1114800	429	40	77	35
PBANKA_1114900	5334	886	2775	361
PBANKA_1115000	2019	6436	27236	4939
PBANKA_1115100	2727	363	1133	230
PBANKA_1115200	3417	2703	9067	1568
PBANKA_1115300	1377	37545	156669	15447
PBANKA_1115400	255	108	436	64
PBANKA_1115500	987	109	473	56
PBANKA_1115600	462	53	449	44
PBANKA_1115700	1770	527	1438	268
PBANKA_1115800	594	120	329	102
PBANKA_1115900	3798	96	179	69
PBANKA_1116000	3225	78	254	70
PBANKA_1116100	1776	348	750	288
PBANKA_1116200	1329	168	728	91
PBANKA_1116300	1563	366	706	217
PBANKA_1116400	3843	193	487	127
PBANKA_1116500	1185	575	1810	420
PBANKA_1116700	3747	209	650	180
PBANKA_1116800	1347	360	2494	281
PBANKA_1116900	420	198	708	56
PBANKA_1117000	402	4433	8842	1303
PBANKA_1117100	411	5176	10386	2417
PBANKA_1117200	2457	55	182	73
PBANKA_1117300	2046	62	308	52
PBANKA_1117400	615	68	564	52
PBANKA_1117500	447	4749	15157	3370
PBANKA_1117600	1710	209	345	126
PBANKA_1117700	942	1094	4598	479
PBANKA_1117800	828	275	644	141
PBANKA_1117900	708	111	227	67
PBANKA_1118000	2898	101	302	56
PBANKA_1118100	2031	379	2218	174
PBANKA_1118200	4140	198	664	140
PBANKA_1118300	987	276	801	153
PBANKA_1118400	3225	104	301	71
PBANKA_1118500	10014	710	2660	659
PBANKA_1118600	2448	3363	5535	1991
PBANKA_1118700	4056	455	1190	128
PBANKA_1118800	2193	42	92	28
PBANKA_1118900	1794	206	405	130
PBANKA_1119000	6813	301	604	252
PBANKA_1119100	696	151	447	128
PBANKA_1119200	1053	277	553	141
PBANKA_1119300	387	396	955	193
PBANKA_1119400	816	28	77	22
PBANKA_1119500	2550	38	102	36
PBANKA_1119600	1344	60	263	60
PBANKA_1119700	1722	339	1226	238
PBANKA_1119800	642	93	315	31
PBANKA_1119900	1128	118	630	52
PBANKA_1119921	72	65	36	13
PBANKA_1119941	81	14	29	11
PBANKA_1120000	2286	110	338	53
PBANKA_1120100	3879	734	2365	615
PBANKA_1120200	894	478	869	394
PBANKA_1120300	1983	67	196	44
PBANKA_1120400	1872	11427	45241	8553
PBANKA_1120500	1101	16	60	21
PBANKA_1120551	82	13	12	10
PBANKA_1120600	4575	227	590	191
PBANKA_1120700	558	992	2546	437
PBANKA_1120800	2112	172	564	133
PBANKA_1120900	636	124	441	89
PBANKA_1121000	4170	1326	4778	927
PBANKA_1121100	2355	128	402	111
PBANKA_1121200	2400	140	631	89
PBANKA_1121300	372	48	340	51
PBANKA_1121400	1296	192	651	134
PBANKA_1121500	291	272	3194	191
PBANKA_1121600	1065	238	508	185
PBANKA_1121700	3750	1769	3413	1170
PBANKA_1121800	6288	222	766	159
PBANKA_1121900	1521	205	603	181
PBANKA_1122000	2298	901	2493	572
PBANKA_1122100	1092	84	297	40
PBANKA_1122200	708	35	109	20
PBANKA_1122300	1338	285	658	174
PBANKA_1122400	810	358	1100	279
PBANKA_1122500	1833	505	1146	270
PBANKA_1122600	2853	79	374	64
PBANKA_1122700	5985	842	3270	759
PBANKA_1122800	867	250	668	109
PBANKA_1122900	1485	769	1609	275
PBANKA_1123000	837	164	355	104
PBANKA_1123100	600	221	979	145
PBANKA_1123200	537	3396	7612	2852
PBANKA_1123300	1857	394	1121	146
PBANKA_1123400	261	136	285	50
PBANKA_1123500	7572	2353	8786	2539
PBANKA_1123600	741	71	239	32
PBANKA_1123700	1449	55	105	36
PBANKA_1123800	1332	181	893	111
PBANKA_1123900	1170	416	915	223
PBANKA_1124000	1206	3262	7864	1161
PBANKA_1124100	1326	335	749	150
PBANKA_1124200	3474	75	318	51
PBANKA_1124300	1119	71	470	45
PBANKA_1124400	999	164	460	82
PBANKA_1124500	1842	619	1832	440
PBANKA_1124600	291	168	709	87
PBANKA_1124700	963	140	500	156
PBANKA_1124800	4572	123	375	68
PBANKA_1124900	1158	405	854	292
PBANKA_1125000	1158	90	154	57
PBANKA_1125100	1422	37	132	17
PBANKA_1125200	2529	246	683	103
PBANKA_1125300	2721	886	4620	922
PBANKA_1125400	438	149	518	151
PBANKA_1125500	1107	207	870	140
PBANKA_1125600	1536	5107	8574	2842
PBANKA_1125650	185	2	12	6
PBANKA_1125700	1119	124	353	97
PBANKA_1125800	336	79	193	27
PBANKA_1125900	5337	5133	13161	2694
PBANKA_1126000	1398	421	1928	229
PBANKA_1126100	546	97	120	41
PBANKA_1126200	570	689	2166	574
PBANKA_1126300	1116	514	1668	394
PBANKA_1126400	3501	565	1410	400
PBANKA_1126500	2853	367	936	242
PBANKA_1126600	870	72	377	76
PBANKA_1126700	519	21	103	19
PBANKA_1126800	26688	2857	38642	4071
PBANKA_1126900	7776	742	1763	464
PBANKA_1127000	1173	1018	3574	520
PBANKA_1127100	1002	62	190	72
PBANKA_1127200	909	51	101	25
PBANKA_1127300	1158	59	206	94
PBANKA_1127400	1710	42	114	23
PBANKA_1127500	2112	317	820	284
PBANKA_1127600	885	9	22	15
PBANKA_1127700	2070	253	701	153
PBANKA_1127800	1140	617	1532	605
PBANKA_1127900	3855	50	153	57
PBANKA_1128000	279	0	3	1
PBANKA_1128100	2256	1090	1901	942
PBANKA_1128200	1536	312	772	263
PBANKA_1128300	1845	83	232	64
PBANKA_1128400	723	19	41	21
PBANKA_1128500	18600	755	4567	895
PBANKA_1128600	3018	284	898	221
PBANKA_1128700	921	277	1029	191
PBANKA_1128800	840	15277	24403	7164
PBANKA_1128900	1944	520	1370	379
PBANKA_1129000	402	5491	8755	3171
PBANKA_1129100	8481	856	2424	531
PBANKA_1129200	1182	83	242	40
PBANKA_1129300	1479	34	93	12
PBANKA_1129400	2424	310	1162	223
PBANKA_1129500	2013	78	162	33
PBANKA_1129600	1152	58	710	31
PBANKA_1129700	1776	116	370	43
PBANKA_1129800	843	1105	5313	693
PBANKA_1129900	5358	298	1032	212
PBANKA_1130000	2883	236	669	153
PBANKA_1130100	984	220	718	205
PBANKA_1130200	666	104	581	59
PBANKA_1130300	507	55	174	39
PBANKA_1130400	741	696	2873	407
PBANKA_1130500	726	582	1536	313
PBANKA_1130600	1542	73	171	67
PBANKA_1130700	999	131	520	152
PBANKA_1130800	2352	283	507	130
PBANKA_1130900	2937	874	2422	585
PBANKA_1131000	546	744	1343	447
PBANKA_1131100	1320	564	783	413
PBANKA_1131200	768	48	273	33
PBANKA_1131300	1134	33	89	38
PBANKA_1131400	1788	1471	5557	1775
PBANKA_1131500	1680	579	1902	556
PBANKA_1131600	2823	1035	1601	541
PBANKA_1131700	2589	116	249	58
PBANKA_1131800	1536	82	314	57
PBANKA_1131851	73	8	19	11
PBANKA_1131900	2136	241	1042	188
PBANKA_1132000	3435	268	839	436
PBANKA_1132100	258	336	656	214
PBANKA_1132200	1188	40	155	25
PBANKA_1132300	3918	3151	13467	1909
PBANKA_1132400	2817	100	488	101
PBANKA_1132500	504	108	204	46
PBANKA_1132600	609	2236	3897	845
PBANKA_1132700	2955	458	1744	462
PBANKA_1132800	585	519	1698	89
PBANKA_1132900	1440	192	493	199
PBANKA_1133000	597	64	168	41
PBANKA_1133100	11028	4246	25605	4203
PBANKA_1133200	867	964	2171	470
PBANKA_1133300	1332	1460	1960	648
PBANKA_1133400	1332	1407	2309	602
PBANKA_1133500	1683	155	408	116
PBANKA_1133600	366	20	52	15
PBANKA_1133700	3105	179	691	145
PBANKA_1133800	2604	511	1038	278
PBANKA_1133900	354	36	152	45
PBANKA_1134000	3750	249	614	170
PBANKA_1134100	1590	844	1808	728
PBANKA_1134200	783	56	80	35
PBANKA_1134300	6291	325	1046	235
PBANKA_1134400	2232	221	791	146
PBANKA_1134500	4458	137	490	86
PBANKA_1134600	1002	33	88	10
PBANKA_1134700	411	468	2179	258
PBANKA_1134800	1716	87	262	92
PBANKA_1134900	2613	18559	69693	13721
PBANKA_1135000	462	114	527	55
PBANKA_1135100	456	989	2813	648
PBANKA_1135200	1104	721	944	480
PBANKA_1135300	9162	283	895	221
PBANKA_1135400	2121	146	482	85
PBANKA_1135500	759	797	1405	561
PBANKA_1135600	3054	185	489	169
PBANKA_1135700	1536	1078	3269	586
PBANKA_1135800	492	354	982	275
PBANKA_1135900	9552	229	1052	226
PBANKA_1136000	591	39	111	25
PBANKA_1136100	5310	1566	4341	1189
PBANKA_1136200	534	952	3642	485
PBANKA_1136300	543	1047	3031	568
PBANKA_1136400	771	362	898	154
PBANKA_1136500	1128	65	220	29
PBANKA_1136600	960	44	217	25
PBANKA_1136700	9015	1462	5915	1057
PBANKA_1136900	2739	419	1125	199
PBANKA_1137000	3450	1050	2851	860
PBANKA_1137100	2202	78	136	27
PBANKA_1137200	2829	1030	2250	581
PBANKA_1137300	5172	941	2782	802
PBANKA_1137400	750	2785	13384	2167
PBANKA_1137500	432	310	1353	213
PBANKA_1137600	405	65	244	39
PBANKA_1137700	678	1107	2039	602
PBANKA_1137800	7818	440	1684	442
PBANKA_1137900	825	1500	3762	1172
PBANKA_1138000	597	1730	3270	724
PBANKA_1138100	822	196	586	155
PBANKA_1138200	1428	6187	9730	3000
PBANKA_1138300	582	269	657	191
PBANKA_1138400	5769	1476	4349	1566
PBANKA_1138500	2142	42	203	44
PBANKA_1138600	867	2741	9476	2671
PBANKA_1138700	4254	226	726	351
PBANKA_1138800	6117	248	635	114
PBANKA_1138900	4569	4280	15077	2820
PBANKA_1139000	3363	53	158	39
PBANKA_1139100	2961	149	445	87
PBANKA_1139200	1326	70	253	37
PBANKA_1139300	762	35	109	24
PBANKA_1139400	2550	94	336	74
PBANKA_1139500	2235	191	727	157
PBANKA_1139600	543	9	20	9
PBANKA_1139700	2010	78	326	57
PBANKA_1139800	1980	329	854	167
PBANKA_1139900	540	107	391	51
PBANKA_1140000	2328	169	462	98
PBANKA_1140100	5487	639	1649	381
PBANKA_1140200	3453	268	753	211
PBANKA_1140300	8811	527	1533	407
PBANKA_1140400	1536	70	282	53
PBANKA_1140500	2460	144	667	97
PBANKA_1140600	618	410	979	397
PBANKA_1140700	1050	54	90	55
PBANKA_1140800	933	18	92	14
PBANKA_1140900	348	1367	2499	623
PBANKA_1141000	156	105	1297	54
PBANKA_1141100	2055	55	237	35
PBANKA_1141200	1566	25	83	18
PBANKA_1141300	1200	27	122	25
PBANKA_1141400	1641	935	1873	669
PBANKA_1141500	1131	867	1954	454
PBANKA_1141600	1356	189	661	116
PBANKA_1141700	387	1609	4579	989
PBANKA_1141800	285	8	41	1
PBANKA_1141900	384	42	124	28
PBANKA_1142000	444	121	536	95
PBANKA_1142100	10053	398	1158	366
PBANKA_1142300	3396	144	477	123
PBANKA_1142400	450	1426	4433	1177
PBANKA_1142500	1641	151	484	122
PBANKA_1142600	996	102	287	89
PBANKA_1142700	1071	586	1661	242
PBANKA_1142800	1809	1236	2717	791
PBANKA_1142900	489	595	2836	294
PBANKA_1143000	1113	739	883	355
PBANKA_1143100	1143	98	472	32
PBANKA_1143200	996	52	160	36
PBANKA_1143300	2979	115	349	66
PBANKA_1143400	1071	1789	5400	1005
PBANKA_1143500	675	94	458	40
PBANKA_1143600	3657	385	1143	377
PBANKA_1143700	3918	438	1311	548
PBANKA_1143800	768	2162	5722	1409
PBANKA_1143900	375	177	651	99
PBANKA_1144000	936	1032	1828	678
PBANKA_1144100	1860	179	440	88
PBANKA_1144200	687	104	614	87
PBANKA_1144300	939	77	442	81
PBANKA_1144400	2496	115	333	71
PBANKA_1144500	279	44	301	48
PBANKA_1144600	1485	440	1983	192
PBANKA_1144700	4494	231	1076	268
PBANKA_1144800	1086	433	1490	179
PBANKA_1144900	2268	85	218	64
PBANKA_1145000	1272	73	236	42
PBANKA_1145100	6309	398	1181	312
PBANKA_1145200	1308	1537	5550	1098
PBANKA_1145300	7995	191	568	248
PBANKA_1145400	1434	227	396	81
PBANKA_1145500	3180	159	511	121
PBANKA_1145600	2664	40	129	36
PBANKA_1145700	528	181	397	98
PBANKA_1145721	74	45	24	29
PBANKA_1145731	72	27	19	15
PBANKA_1145741	74	47	61	11
PBANKA_1145751	72	15	23	5
PBANKA_1145761	71	13	15	9
PBANKA_1145800	540	4756	13721	1668
PBANKA_1145900	837	1049	1785	288
PBANKA_1146000	1929	98	267	41
PBANKA_1146100	582	2	5	1
PBANKA_1146200	660	19	24	2
PBANKA_1146241	882	4	18	3
PBANKA_1146261	2619	285	431	6
PBANKA_1146400	921	6	23	3
PBANKA_1146600	744	26	46	3
PBANKA_1146700	1023	78	145	14
PBANKA_1146721	912	52	175	7
PBANKA_1146741	807	0	1	0
PBANKA_1146761	1971	157	176	5
PBANKA_1146781	708	2	1	0
PBANKA_1200011	564	0	0	0
PBANKA_1200021	891	0	0	0
PBANKA_1200031	978	0	0	0
PBANKA_1200041	744	0	0	0
PBANKA_1200051	745	0	2	0
PBANKA_1200061	2781	9	3	5
PBANKA_1200071	831	0	0	0
PBANKA_1200081	933	1	2	0
PBANKA_1200091	1149	3	22	2
PBANKA_1200096	744	6	28	6
PBANKA_1200300	1080	3	19	0
PBANKA_1200400	993	320	530	18
PBANKA_1200500	936	3	7	2
PBANKA_1200600	6621	433	1177	184
PBANKA_1200700	1290	113	186	83
PBANKA_1200800	750	2922	3825	1704
PBANKA_1200900	615	80	213	60
PBANKA_1201000	1554	56	200	39
PBANKA_1201100	2739	135	488	121
PBANKA_1201200	4224	336	3174	390
PBANKA_1201300	384	186	1002	89
PBANKA_1201400	3096	113	685	88
PBANKA_1201500	285	425	612	269
PBANKA_1201600	570	95	735	44
PBANKA_1201700	459	124	640	71
PBANKA_1201800	5148	3992	13737	2922
PBANKA_1201900	357	1371	4234	642
PBANKA_1202000	837	7234	17075	3936
PBANKA_1202100	3441	516	1768	461
PBANKA_1202200	3582	1014	2387	929
PBANKA_1202300	783	256	1183	108
PBANKA_1202400	609	2350	6948	1524
PBANKA_1202500	7689	410	1178	413
PBANKA_1202600	2934	16817	30000	13306
PBANKA_1202700	2148	5823	11313	4826
PBANKA_1202800	603	255	836	255
PBANKA_1202900	3111	16	29	9
PBANKA_1203000	831	21	83	28
PBANKA_1203100	1035	25	45	9
PBANKA_1203200	954	43	58	34
PBANKA_1203300	2112	42	126	48
PBANKA_1203400	2958	229	809	114
PBANKA_1203450	189	58	323	34
PBANKA_1203500	879	57	160	24
PBANKA_1203600	843	10	17	3
PBANKA_1203700	3828	1641	4681	1785
PBANKA_1203800	1764	649	3271	1076
PBANKA_1203900	2100	168	458	105
PBANKA_1204000	687	29	70	21
PBANKA_1204100	1704	852	2167	554
PBANKA_1204200	1323	3947	7450	1673
PBANKA_1204300	558	387	1969	215
PBANKA_1204400	324	1419	1463	774
PBANKA_1204500	417	3011	8789	1222
PBANKA_1204600	2565	95	294	74
PBANKA_1204700	861	24	76	21
PBANKA_1204800	582	107	434	105
PBANKA_1204900	864	129	555	143
PBANKA_1205000	702	987	1766	731
PBANKA_1205100	630	8297	18027	3765
PBANKA_1205200	816	2587	9691	983
PBANKA_1205300	339	1368	4898	450
PBANKA_1205400	1584	467	883	214
PBANKA_1205500	1896	119	450	50
PBANKA_1205600	660	123	414	56
PBANKA_1205700	354	12	258	3
PBANKA_1205800	330	128	596	54
PBANKA_1205900	4197	608	1754	481
PBANKA_1206000	2490	1268	5442	762
PBANKA_1206100	1614	290	925	138
PBANKA_1206200	5985	866	2392	545
PBANKA_1206300	10761	964	4549	1068
PBANKA_1206400	1173	190	507	135
PBANKA_1206500	624	44	181	29
PBANKA_1206600	1344	2599	7541	1260
PBANKA_1206700	2937	212	764	161
PBANKA_1206800	1158	22	99	27
PBANKA_1206900	1338	20346	34962	11925
PBANKA_1207000	1410	296	619	198
PBANKA_1207100	1227	377	1172	285
PBANKA_1207200	729	447	1449	279
PBANKA_1207300	825	78	305	56
PBANKA_1207400	1191	137	343	167
PBANKA_1207500	2547	74	281	50
PBANKA_1207600	1767	73	192	71
PBANKA_1207700	1005	545	1654	196
PBANKA_1207800	861	245	551	317
PBANKA_1207900	1191	124	656	74
PBANKA_1208000	1602	348	1007	274
PBANKA_1208100	3612	50	230	46
PBANKA_1208200	8631	1888	7588	2160
PBANKA_1208300	2196	165	223	88
PBANKA_1208400	642	239	673	146
PBANKA_1208500	861	115	245	82
PBANKA_1208600	4800	222	871	154
PBANKA_1208700	354	103	644	87
PBANKA_1208800	1062	240	567	53
PBANKA_1208900	549	101	239	29
PBANKA_1209000	675	723	1196	374
PBANKA_1209100	678	341	805	175
PBANKA_1209200	867	32	107	28
PBANKA_1209300	1029	37	146	25
PBANKA_1209400	432	729	5373	569
PBANKA_1209500	2325	59	191	44
PBANKA_1209600	345	42	181	22
PBANKA_1209700	1800	94	275	34
PBANKA_1209800	813	739	1551	355
PBANKA_1209900	528	1427	2376	941
PBANKA_1210000	1641	62	310	43
PBANKA_1210100	1107	49	188	32
PBANKA_1210200	2913	10492	34207	8691
PBANKA_1210300	921	230	1242	159
PBANKA_1210400	2268	253	846	127
PBANKA_1210500	1224	39	163	40
PBANKA_1210600	771	151	647	86
PBANKA_1210700	579	1283	2678	686
PBANKA_1210800	696	1334	7576	337
PBANKA_1210900	1782	1723	3767	1258
PBANKA_1211000	1635	443	858	222
PBANKA_1211100	3792	159	471	74
PBANKA_1211200	2265	109	266	75
PBANKA_1211300	1143	212	1183	154
PBANKA_1211400	1665	142	394	109
PBANKA_1211500	3579	113	319	110
PBANKA_1211600	2484	515	840	380
PBANKA_1211700	1800	137	451	94
PBANKA_1211800	2337	73	244	111
PBANKA_1211900	4035	1372	4252	1317
PBANKA_1212000	6402	796	1985	733
PBANKA_1212100	585	5	37	8
PBANKA_1212200	1359	70	229	48
PBANKA_1212300	3111	354	1253	301
PBANKA_1212400	1032	86	205	71
PBANKA_1212500	3963	273	802	181
PBANKA_1212600	2487	166	339	92
PBANKA_1212700	6054	1793	7829	1593
PBANKA_1212800	975	41	95	27
PBANKA_1212900	3945	122	400	94
PBANKA_1213000	7149	2640	8626	2253
PBANKA_1213100	852	387	903	293
PBANKA_1213200	2433	224	676	99
PBANKA_1213300	5667	1923	7784	1429
PBANKA_1213400	942	71	230	52
PBANKA_1213500	1086	69	269	45
PBANKA_1213600	2007	820	1360	540
PBANKA_1213700	1446	446	1154	275
PBANKA_1213800	1326	87	300	67
PBANKA_1213900	1602	70	302	43
PBANKA_1214000	1740	834	1357	475
PBANKA_1214100	996	170	492	193
PBANKA_1214200	1008	725	2387	395
PBANKA_1214300	1341	3186	5166	1868
PBANKA_1214400	1506	1189	4444	657
PBANKA_1214500	732	27	74	23
PBANKA_1214600	1791	146	400	130
PBANKA_1214700	2886	1748	6297	1483
PBANKA_1214800	1932	279	2338	281
PBANKA_1214900	2085	471	1143	338
PBANKA_1215000	960	36	180	39
PBANKA_1215100	3291	71	208	66
PBANKA_1215200	1224	56	143	40
PBANKA_1215300	1278	63	210	70
PBANKA_1215400	4536	714	1941	381
PBANKA_1215500	165	799	1957	400
PBANKA_1215600	789	651	2308	490
PBANKA_1215700	555	124	924	108
PBANKA_1215800	7410	484	3681	431
PBANKA_1215900	3789	301	694	228
PBANKA_1216000	912	40	139	24
PBANKA_1216100	2265	38	264	41
PBANKA_1216200	1683	132	412	51
PBANKA_1216300	2349	433	1368	329
PBANKA_1216400	1920	42	143	30
PBANKA_1216500	513	1965	4136	721
PBANKA_1216600	3390	374	861	226
PBANKA_1216700	7185	885	2596	722
PBANKA_1216800	5259	1562	6512	845
PBANKA_1216900	2160	228	708	284
PBANKA_1217000	2616	78	299	75
PBANKA_1217100	960	61	142	21
PBANKA_1217200	3048	126	546	125
PBANKA_1217300	1203	225	946	95
PBANKA_1217400	4851	117	260	85
PBANKA_1217500	1392	76	394	71
PBANKA_1217600	477	6350	11526	2250
PBANKA_1217700	1302	3028	6201	2139
PBANKA_1217800	552	292	1147	123
PBANKA_1217900	399	230	1888	121
PBANKA_1218000	1434	2612	6349	1959
PBANKA_1218100	9615	123	876	119
PBANKA_1218200	1608	1870	2819	1547
PBANKA_1218300	1584	2014	7707	1652
PBANKA_1218400	666	137	593	85
PBANKA_1218500	435	1846	3543	1062
PBANKA_1218600	840	163	721	135
PBANKA_1218700	1323	120	304	74
PBANKA_1218800	8148	395	1493	301
PBANKA_1218900	474	610	1377	469
PBANKA_1219000	2358	564	1584	333
PBANKA_1219100	744	1995	8008	1373
PBANKA_1219200	627	3686	6972	1227
PBANKA_1219300	2511	885	2225	581
PBANKA_1219400	861	38	148	32
PBANKA_1219500	1278	331	998	172
PBANKA_1219600	3114	106	329	87
PBANKA_1219700	747	124	302	41
PBANKA_1219800	7257	146	453	127
PBANKA_1219900	3411	460	1405	413
PBANKA_1220000	453	71	383	39
PBANKA_1220100	3249	236	695	143
PBANKA_1220200	2100	517	672	122
PBANKA_1220300	1134	162	371	107
PBANKA_1220400	198	13	116	6
PBANKA_1220500	5838	556	1379	445
PBANKA_1220600	9057	712	2157	541
PBANKA_1220700	1404	75	341	94
PBANKA_1220800	5586	248	750	168
PBANKA_1220900	618	322	1550	189
PBANKA_1221000	1194	73	127	35
PBANKA_1221100	765	144	251	44
PBANKA_1221200	495	830	1218	576
PBANKA_1221300	684	70	295	36
PBANKA_1221400	972	80	229	41
PBANKA_1221500	1101	255	1173	81
PBANKA_1221600	3369	863	1675	482
PBANKA_1221700	519	55	137	37
PBANKA_1221800	2733	129	336	132
PBANKA_1221900	381	205	675	83
PBANKA_1222000	2184	57	284	44
PBANKA_1222100	1953	527	912	427
PBANKA_1222200	273	82	440	60
PBANKA_1222300	852	181	923	96
PBANKA_1222400	720	433	993	195
PBANKA_1222500	1665	1053	2636	789
PBANKA_1222600	4113	382	753	245
PBANKA_1222700	3564	144	520	118
PBANKA_1222800	1119	378	1079	156
PBANKA_1222900	1269	413	1250	192
PBANKA_1223000	3423	235	455	154
PBANKA_1223100	783	323	1474	179
PBANKA_1223200	564	144	466	86
PBANKA_1223300	606	585	1164	365
PBANKA_1223400	1236	505	1458	262
PBANKA_1223500	3474	209	880	108
PBANKA_1223600	666	197	589	134
PBANKA_1223700	1107	20	124	25
PBANKA_1223800	2862	1746	4758	835
PBANKA_1223900	1092	35	82	20
PBANKA_1224000	5547	373	697	183
PBANKA_1224100	2184	235	683	89
PBANKA_1224200	2451	1008	1646	622
PBANKA_1224300	516	17	31	11
PBANKA_1224400	4926	608	1645	515
PBANKA_1224500	3108	808	2129	390
PBANKA_1224600	1551	42	226	20
PBANKA_1224700	3261	171	475	75
PBANKA_1224800	729	59	173	43
PBANKA_1224900	1749	488	2326	292
PBANKA_1225000	3579	897	2210	548
PBANKA_1225100	3153	373	1173	346
PBANKA_1225200	678	9	31	8
PBANKA_1225300	3060	1736	5990	2313
PBANKA_1225400	291	143	375	66
PBANKA_1225500	1644	4692	20869	3229
PBANKA_1225600	732	862	1539	404
PBANKA_1225700	1305	416	1051	360
PBANKA_1225800	633	202	872	106
PBANKA_1225900	6174	5893	31808	4129
PBANKA_1226000	1530	110	275	88
PBANKA_1226100	15975	1153	5793	1043
PBANKA_1226200	2043	89	320	73
PBANKA_1226300	2121	175	398	132
PBANKA_1226400	2232	276	1081	184
PBANKA_1226450	103	0	0	1
PBANKA_1226470	105	9	74	4
PBANKA_1226500	771	211	366	108
PBANKA_1226600	1359	461	866	532
PBANKA_1226700	3450	758	1514	306
PBANKA_1226800	3147	1049	1999	578
PBANKA_1226900	1095	272	503	211
PBANKA_1227000	1827	365	1216	221
PBANKA_1227100	2580	130	923	117
PBANKA_1227200	1749	206	897	218
PBANKA_1227300	405	98	294	56
PBANKA_1227400	1596	592	2214	575
PBANKA_1227500	1128	139	513	102
PBANKA_1227600	5046	310	1368	225
PBANKA_1227700	3828	197	434	89
PBANKA_1227800	2295	287	759	147
PBANKA_1227900	3297	239	510	163
PBANKA_1228000	663	122	782	96
PBANKA_1228100	6033	3072	9420	2377
PBANKA_1228200	3639	844	2312	609
PBANKA_1228300	13128	2012	16535	2419
PBANKA_1228400	2445	266	910	257
PBANKA_1228500	4263	526	1929	351
PBANKA_1228600	375	184	625	86
PBANKA_1228700	1704	158	548	129
PBANKA_1228800	1710	74	167	45
PBANKA_1228900	912	4554	7793	2336
PBANKA_1229000	3420	659	1104	233
PBANKA_1229100	804	91	315	50
PBANKA_1229200	543	721	2511	526
PBANKA_1229300	1704	86	296	91
PBANKA_1229400	1500	119	223	80
PBANKA_1229500	1128	146	547	82
PBANKA_1229600	3579	249	894	221
PBANKA_1229700	444	20	156	15
PBANKA_1229800	1191	440	800	306
PBANKA_1229900	1239	2459	8125	2030
PBANKA_1230000	2040	135	226	47
PBANKA_1230100	8154	824	4824	702
PBANKA_1230200	2139	901	1733	275
PBANKA_1230300	6657	423	770	336
PBANKA_1230500	477	670	1359	474
PBANKA_1230600	3222	58	227	47
PBANKA_1230700	4155	83	297	65
PBANKA_1230800	996	51	160	34
PBANKA_1230900	2700	58	147	50
PBANKA_1231000	456	3121	4700	1421
PBANKA_1231100	1599	159	473	106
PBANKA_1231200	936	129	473	129
PBANKA_1231300	1329	10155	40920	7757
PBANKA_1231400	3978	379	1285	257
PBANKA_1231500	3657	1510	4839	1003
PBANKA_1231600	5997	1348	5069	1004
PBANKA_1231700	783	3577	6075	2138
PBANKA_1231800	498	1689	5056	1186
PBANKA_1231900	1407	83	223	29
PBANKA_1232000	1914	90	266	89
PBANKA_1232100	948	1115	1162	592
PBANKA_1232200	3291	1514	3479	1286
PBANKA_1232300	2289	432	1457	377
PBANKA_1232400	921	102	402	38
PBANKA_1232500	2151	702	2558	509
PBANKA_1232600	765	1589	3900	537
PBANKA_1232700	1689	78	284	31
PBANKA_1232800	807	158	630	80
PBANKA_1232900	3468	584	1219	274
PBANKA_1233000	396	48	517	29
PBANKA_1233100	729	480	877	311
PBANKA_1233200	657	407	2377	285
PBANKA_1233300	2817	579	1053	523
PBANKA_1233400	3300	813	3324	1016
PBANKA_1233500	3552	1775	5121	1381
PBANKA_1233600	618	26052	93971	9921
PBANKA_1233700	636	816	1752	248
PBANKA_1233800	900	100	341	57
PBANKA_1233900	375	334	717	135
PBANKA_1234000	498	6422	13263	2965
PBANKA_1234100	1662	353	1032	249
PBANKA_1234200	402	1068	2151	639
PBANKA_1234300	5277	613	2137	432
PBANKA_1234400	1890	101	584	67
PBANKA_1234500	576	574	1823	374
